RoomId,RoomNumber,RoomName,Level,Area (SF),Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft),Boundary Loop,Segment Index,Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Boundary Element Id
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,23,52.611,170.02,0,57.632,170.02,0,1776011
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,24,57.632,170.02,0,65.132,170.02,0,2434984
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,25,65.132,170.02,0,65.986,170.02,0,1776132
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,26,65.986,170.02,0,65.986,169.666,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,27,65.986,169.666,0,67.111,169.666,0,1780464
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,28,67.111,169.666,0,67.111,170.02,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,29,67.111,170.02,0,72.132,170.02,0,1776203
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,30,72.132,170.02,0,79.632,170.02,0,2437446
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,31,79.632,170.02,0,80.486,170.02,0,1776273
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,32,80.486,170.02,0,80.486,169.666,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,33,80.486,169.666,0,81.611,169.666,0,1780464
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,34,81.611,169.666,0,81.611,170.01,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,35,81.611,170.01,0,94.986,170.01,0,1776411
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,36,94.986,170.01,0,94.986,169.666,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,37,94.986,169.666,0,96.111,169.666,0,1780464
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,38,96.111,169.666,0,96.111,170.02,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,39,96.111,170.02,0,96.965,170.02,0,1776493
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,40,96.965,170.02,0,104.465,170.02,0,2435659
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,41,104.465,170.02,0,109.486,170.02,0,1776593
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,42,109.486,170.02,0,109.486,169.666,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,43,109.486,169.666,0,110.611,169.666,0,1780464
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,44,110.611,169.666,0,110.611,170.02,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,45,110.611,170.02,0,111.465,170.02,0,1775693
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,1,46,111.465,170.02,0,118.965,170.02,0,2436436
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,1,37.892,183.825,0,37.892,179.166,0,2177543
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,2,37.892,179.166,0,37.548,179.166,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,3,37.548,179.166,0,37.548,175.156,0,1780664
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,4,37.548,175.156,0,37.892,175.156,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,5,37.892,175.156,0,37.892,170.229,0,2177543
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,6,37.892,170.229,0,37.548,170.229,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,7,37.548,170.229,0,37.548,169.104,0,1780664
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,8,37.548,169.104,0,37.892,169.104,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,9,37.892,169.104,0,37.892,163.624,0,2175569
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,10,37.892,163.624,0,32.931,163.624,0,2173036
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,11,32.931,163.624,0,22.931,163.624,0,2437718
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,12,22.931,163.624,0,15.215,163.624,0,2173303
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,13,15.215,163.624,0,15.215,163.605,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,14,15.215,163.605,0,14.528,163.605,0,2438841
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,15,14.528,163.605,0,14.528,163.979,0,2438232
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,16,14.528,163.979,0,14.528,173.615,0,2438232
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,17,14.528,173.615,0,14.549,173.615,0,
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,18,14.549,173.615,0,14.549,184.499,0,1780662
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,19,14.549,184.499,0,37.892,184.499,0,1780661
1773235,187,Room Name 187,L 0,3235.791,32324.209,73.802,181.001,0,2,20,37.892,184.499,0,37.892,183.825,0,2177543
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,1,110.382,169.333,0,110.382,155.499,0,1352336
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,2,110.382,155.499,0,124.444,155.499,0,1403682
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,3,124.444,155.499,0,124.444,158.249,0,1938195
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,4,124.444,158.249,0,125.111,158.249,0,
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,5,125.111,158.249,0,125.111,168.249,0,2436843
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,6,125.111,168.249,0,124.444,168.249,0,
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,7,124.444,168.249,0,124.444,169.666,0,2175005
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,8,124.444,169.666,0,124.069,169.666,0,1780464
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,9,124.069,169.666,0,124.069,169.333,0,
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,10,124.069,169.333,0,118.965,169.333,0,1403081
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,11,118.965,169.333,0,118.965,169.666,0,
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,12,118.965,169.666,0,111.465,169.666,0,1780464
1773239,191,Room Name 191,L 0,203.823,2036.106,117.34,162.416,0,1,13,111.465,169.666,0,111.465,169.333,0,
