ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,Original Category,Original Family,Original Type,Assembly Code,Assembly Description,Depth,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Room Id,Room Number,Room Name,Room Level,Room Area (SF),Room Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft)
622194,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,124.548,140.666,0.0,,,,,,,0.0,124.048,140.166,-19.0,125.048,141.166,-15.0,124.548,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=J-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622195,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,110.048,198.666,0.0,,,,,,,0.0,109.548,198.166,-19.0,110.548,199.166,-15.0,110.048,198.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=I-6 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622196,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,110.048,169.666,0.0,,,,,,,0.0,109.548,169.166,-19.0,110.548,170.166,-15.0,110.048,169.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=I-4 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622197,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,110.048,140.666,0.0,,,,,,,0.0,109.548,140.166,-19.0,110.548,141.166,-15.0,110.048,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=I-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622198,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,95.548,198.666,0.0,,,,,,,0.0,95.048,198.166,-19.0,96.048,199.166,-15.0,95.548,198.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=H-6 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622199,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,95.548,169.666,0.0,,,,,,,0.0,95.048,169.166,-19.0,96.048,170.166,-15.0,95.548,169.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=H-4 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622200,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,95.548,140.666,0.0,,,,,,,0.0,95.048,140.166,-19.0,96.048,141.166,-15.0,95.548,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=H-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622201,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,81.048,198.666,0.0,,,,,,,0.0,80.548,198.166,-19.0,81.548,199.166,-15.0,81.048,198.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=G-6 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622202,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,81.048,169.666,0.0,,,,,,,0.0,80.548,169.166,-19.0,81.548,170.166,-15.0,81.048,169.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=G-4 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622203,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,81.048,140.666,0.0,,,,,,,0.0,80.548,140.166,-19.0,81.548,141.166,-15.0,81.048,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=G-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622204,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,66.548,198.666,0.0,,,,,,,0.0,66.048,198.166,-19.0,67.048,199.166,-15.0,66.548,198.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=F-6 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622205,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,66.548,169.666,0.0,,,,,,,0.0,66.048,169.166,-19.0,67.048,170.166,-15.0,66.548,169.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=F-4 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622206,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,66.548,140.666,0.0,,,,,,,0.0,66.048,140.166,-19.0,67.048,141.166,-15.0,66.548,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=F-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622207,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,52.048,198.666,0.0,,,,,,,0.0,51.548,198.166,-19.0,52.548,199.166,-15.0,52.048,198.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=E-6 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622208,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,52.048,169.666,0.0,,,,,,,0.0,51.548,169.166,-19.0,52.548,170.166,-15.0,52.048,169.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=E-4 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622209,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,52.048,140.666,0.0,,,,,,,0.0,51.548,140.166,-19.0,52.548,141.166,-15.0,52.048,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=E-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622210,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,23.048,198.666,0.0,,,,,,,0.0,22.548,198.166,-19.0,23.548,199.166,-15.0,23.048,198.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=C-6 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622212,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,23.048,140.666,0.0,,,,,,,0.0,22.548,140.166,-19.0,23.548,141.166,-15.0,23.048,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=C-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622213,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,8.548,169.666,0.0,,,,,,,0.0,8.048,169.166,-19.0,9.048,170.166,-15.0,8.548,169.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=B-4 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622214,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,8.548,140.666,0.0,,,,,,,0.0,8.048,140.166,-19.0,9.048,141.166,-15.0,8.548,140.666,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=B-2 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
622918,Structural Columns,Concrete-Rectangular-Column,12x12,L -1,,,,,,,,,,,,4.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,37.548,184.166,0.0,,,,,,,0.0,37.048,183.666,-19.0,38.048,184.666,-15.0,37.548,184.166,-17.0,,"Assembly Code=A1010 | Assembly Description=Standard Foundations | Base Level=L -1 | Base Offset=-4' - 0"" | Column Location Mark=D-5 | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | System Length=4' - 0"" | Top Level=L -1 | Top Offset=0' - 0"" | Volume=4.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,L -1,L -1,"-4' - 0""","0' - 0""",,,,,,,,,
623957,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,81.048,169.666,-19.0,,,,,,,0.0,79.048,167.666,-20.0,83.048,171.666,-19.0,81.048,169.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624038,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,110.048,169.666,-19.0,,,,,,,0.0,108.048,167.666,-20.0,112.048,171.666,-19.0,110.048,169.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624107,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,52.048,198.666,-19.0,,,,,,,0.0,50.048,196.666,-20.0,54.048,200.666,-19.0,52.048,198.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624304,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,23.048,198.666,-19.0,,,,,,,0.0,21.048,196.666,-20.0,25.048,200.666,-19.0,23.048,198.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624371,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,81.048,198.666,-19.0,,,,,,,0.0,79.048,196.666,-20.0,83.048,200.666,-19.0,81.048,198.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624492,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,110.048,198.666,-19.0,,,,,,,0.0,108.048,196.666,-20.0,112.048,200.666,-19.0,110.048,198.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624539,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,23.048,140.666,-19.0,,,,,,,0.0,21.048,138.666,-20.0,25.048,142.666,-19.0,23.048,140.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624760,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,52.048,140.666,-19.0,,,,,,,0.0,50.048,138.666,-20.0,54.048,142.666,-19.0,52.048,140.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624849,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,81.048,140.666,-19.0,,,,,,,0.0,79.048,138.666,-20.0,83.048,142.666,-19.0,81.048,140.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
624938,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,110.048,140.666,-19.0,,,,,,,0.0,108.048,138.666,-20.0,112.048,142.666,-19.0,110.048,140.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
625295,Structural Foundations,Footing-Rectangular,"4' x 4' x 12""",L -1,,,,,,,,"4' - 0""",,"4' - 0""",16 SF,16.00 CF,"Concrete, Normal Weight - 4 ksi",,,,,,,,,,,,,,,,,,,,,Point,95.548,198.666,-19.0,,,,,,,0.0,93.548,196.666,-20.0,97.548,200.666,-19.0,95.548,198.666,-19.5,,"Area=16 SF | Assembly Code=A1010 | Assembly Description=Standard Foundations | Foundation Thickness=1' - 0"" | Height Offset From Level=-4' - 0"" | Length=4' - 0"" | Level=L -1 | Structural Material=Concrete, Normal Weight - 4 ksi | Volume=16.00 CF | Width=4' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Current\STR_Wall_Bamboo_Concept2_amd03_Structural_Schedule.csv,,,,A1010,,,,,,,,,,,,,,,,
